id,word,phonetic,meaning,category,wrong_answer,error_note,tip,unit,status,mastered_modes,confused_with,correct_count,created_at,last_practiced_at,batch_id
,uniform,/ˈjuːnɪfɔːm/;/ˈjuːnɪfɔːrm/,n. 制服；校服,unlearned,未填,拼写错误,uniform正确拼写,,pending,,,0,,,
,dangerous,/ˈdeɪndʒərəs/,adj. 有危险的,unlearned,未填,拼写错误,dangerous正确拼写,,pending,,,0,,,
,tiny,/ˈtaɪni/,adj. 极小的；微小的,unlearned,未填,拼写错误,tiny正确拼写,,pending,,,0,,,
,taikonaut,/ˈtaɪkənɔːt; ˈtaɪkənɔːt/,n. (中国的) 航天员,unlearned,未填,拼写错误,taikonaut正确拼写,,pending,,,0,,,
,pioneer,/ˌpaɪəˈnɪə(r)/;/.paɪəˈnɪr/,n. 先锋；带头人；开发者,unlearned,未填,拼写错误,pioneer正确拼写,,pending,,,0,,,
,journey,/ˈdʒɜːni/;/ˈdʒɜːrni/,n. (尤指长途) 旅行,unlearned,未填,拼写错误,journey正确拼写,,pending,,,0,,,
,without,/wɪˈðaʊt/,prep. 没有；缺乏,unlearned,未填,拼写错误,without正确拼写,,pending,,,0,,,
,succeed,/səkˈsiːd/,v. 成功；实现目标,unlearned,未填,拼写错误,succeed正确拼写,,pending,,,0,,,
,especially,/ɪˈspeʃəli/,adv. 尤其；特别,unlearned,speacily,拼写错误,especially = e + specially,,pending,,,0,,,
,quality,/ˈkwɒləti/;/ˈkwɑːləti/,n. 人品；素质；质量；,unlearned,未填,拼写错误,quality正确拼写,,pending,,,0,,,
,according (to),/əˈkɔːdɪŋ tu/;/əˈkɔːrdɪŋ tu/,据 (… 说)；按 (… 所报道),unlearned,未填,拼写错误,according (to)正确拼写,,pending,,,0,,,
,direct,/dəˈrekt; daɪˈrekt/,v. 导演；指挥；adj. 直接的,unlearned,未填,拼写错误,direct正确拼写,,pending,,,0,,,
,illness,/ˈɪlnəs/,n. (身体或精神上的) 疾病，病,unlearned,未填,拼写错误,illness正确拼写,,pending,,,0,,,
,explorer,/ɪkˈsplɔːrə(r)/,n. 探险者,unlearned,未填,拼写错误,explorer正确拼写,,pending,,,0,,,
,curious,/ˈkjʊəriəs/;/ˈkjʊriəs/,adj. 求知欲强的；好奇的,unlearned,未填,拼写错误,curious正确拼写,,pending,,,0,,,
,secret,/ˈsiːkrət/,n. 秘密,unlearned,未填,拼写错误,secret正确拼写,,pending,,,0,,,
,opinion,/əˈpɪnjən/,n. 意见；想法,unlearned,opoin,漏字母,opinion = opi + nion,,pending,,,0,,,
,course,/kɔːs/;/kɔːrs/,n. 课程；进程,unlearned,未填,拼写错误,course正确拼写,,pending,,,0,,,
,officer,/ˈɒfɪsə(r)/;/ˈɔːfɪsər/,n. 高级职员，官员；军官,unlearned,未填,拼写错误,officer正确拼写,,pending,,,0,,,
,lawyer,/ˈlɔɪə(r)/,n. 律师,unlearned,loyer,拼写错误,lawyer = law + yer,,pending,,,0,,,
,competition,/ˌkɒmpəˈtɪʃn/;/ˌkɑːmpəˈtɪʃn/,n. 比赛；竞赛,unlearned,未填,拼写错误,competition正确拼写,,pending,,,0,,,
,encourage,/ɪnˈkʌrɪdʒ/;/ɪnˈkɜːrɪdʒ/,v. 鼓励；激励,unlearned,未填,拼写错误,encourage正确拼写,,pending,,,0,,,
,success,/səkˈses/,n. 成功；胜利,unlearned,未填,拼写错误,success正确拼写,,pending,,,0,,,
,zookeeper,/ˈzuːkiːpə(r)/,n. 动物园管理员,unlearned,zoopeer,拼写错误,zookeeper = zoo + keeper,,pending,,,0,,,
,achieve,/əˈtʃiːv/,v. (凭长期努力) 达到 (某目标、地位、标准)；完成；成功,unlearned,未填,拼写错误,achieve正确拼写,,pending,,,0,,,
,design,/dɪˈzaɪn/,v. 设计；构思；计划；,unlearned,未填,拼写错误,design正确拼写,,pending,,,0,,,
,model,/ˈmɒdl/;/ˈmɑːdl/,n. 模型；模特儿,unlearned,moddle,多字母,model单l即可,,pending,,,0,,,
,scientific,/ˌsaɪənˈtɪfɪk/,adj. 科学 (上) 的,unlearned,science,词形混淆,scientific是science形容词,,pending,,,0,,,
,knowledge,/ˈnɒlɪdʒ/;/ˈnɑːlɪdʒ/,n. 知识；学问,unlearned,未填,拼写错误,knowledge正确拼写,,pending,,,0,,,
,challenge,/ˈtʃælɪndʒ/,n. 挑战,unlearned,change,近形混淆,challenge != change,,pending,,,0,,,
,however,/haʊˈevə(r)/,adv. 然而,unlearned,未填,拼写错误,however正确拼写,,pending,,,0,,,
,tourist,/ˈtʊərɪst/;/ˈtʊrɪst/,n. 游客,unlearned,未填,拼写错误,tourist正确拼写,,pending,,,0,,,
,speech,/spiːtʃ/,n. 演说；讲话,unlearned,speach,拼写错误,speech = sp-ee-ch,,pending,,,0,,,
,term,/tɜːm/;/tɜːrm/,n. 学期,unlearned,未填,拼写错误,term正确拼写,,pending,,,0,,,
,waitress,/ˈweɪtrəs/,n. 女服务员,unlearned,未填,拼写错误,waitress正确拼写,,pending,,,0,,,
,greet,/ɡriːt/,v. 和 (某人) 打招呼 (或问好)；,unlearned,未填,拼写错误,greet正确拼写,,pending,,,0,,,
,guest,/ɡest/,n. 客人；宾客,unlearned,gest,漏字母,guest中间有-u-,,pending,,,0,,,
,customer,/ˈkʌstəmə(r)/,n. 顾客,unlearned,未填,拼写错误,customer正确拼写,,pending,,,0,,,
,conversation,/ˌkɒnvəˈseɪʃn/;/ˌkɑːnvərˈseɪʃn/,n. 交谈，谈话,unlearned,未填,拼写错误,conversation正确拼写,,pending,,,0,,,
,manager,/ˈmænɪdʒə(r)/,n. 经理,unlearned,manage,漏字母,manager末尾有-r,,pending,,,0,,,
,noisy,/ˈnɔɪzi/,adj. 吵闹的；充满噪声的,unlearned,noise,词形变化,noisy是noise形容词,,pending,,,0,,,
,successful,/səkˈsesfl/,adj. 获得成功的；有成就的,unlearned,未填,拼写错误,successful正确拼写,,pending,,,0,,,
,literature,/ˈlɪtrətʃə(r)/,n. 文学；文学作品,unlearned,未填,拼写错误,literature正确拼写,,pending,,,0,,,
,calligraphy,/kəˈlɪɡrəfi/,n. 书法；书法艺术,unlearned,未填,拼写错误,calligraphy正确拼写,,pending,,,0,,,
,east,/west/,n. 西；西方；,unlearned,west,词义混淆,east(东) != west(西),,pending,,,0,,,
,century,/ˈsentʃəri/,n. 百年；世纪,unlearned,未填,拼写错误,century正确拼写,,pending,,,0,,,
,express,/ɪkˈspres/,v. 表达,unlearned,expeas,拼写错误,express = exp+ress,,pending,,,0,,,
,calligrapher,/kəˈlɪɡrəfə(r)/,n. 书法家,unlearned,未填,拼写错误,calligrapher正确拼写,,pending,,,0,,,
,photography,/fəˈtɒɡrəfi/;/fəˈtɑːɡrəfi/,n. 摄影；摄影艺术,unlearned,未填,拼写错误,photography正确拼写,,pending,,,0,,,
,instrument,/ˈɪnstrəmənt/,n. 乐器；仪器；工具,unlearned,未填,拼写错误,instrument正确拼写,,pending,,,0,,,
,violin,/ˌvaɪəˈlɪn/,n. 小提琴,unlearned,vilon,拼写错误,violin = vio+lin,,pending,,,0,,,
,trumpet,/ˈtrʌmpɪt/,n. 小号；喇叭,unlearned,trumpit,元音错误,trumpet中e不是i,,pending,,,0,,,
,language,/ˈlæŋɡwɪdʒ/,n. 语言,unlearned,未填,拼写错误,language正确拼写,,pending,,,0,,,
,communicate,/kəˈmjuːnɪkeɪt/,v. 交流；沟通,unlearned,未填,拼写错误,communicate正确拼写,,pending,,,0,,,
,relax,/rɪˈlæks/,v. (使) 放松；放松精神 (或思想),unlearned,未填,拼写错误,relax正确拼写,,pending,,,0,,,
,medium,/ˈmiːdiəm/ (pl.media /ˈmiːdiə/),n. (传播信息等的) 媒介，手段，方法,unlearned,middle,近形混淆,medium != middle,,pending,,,0,,,
,pigeon,/ˈpɪdʒɪn/,n. 鸽子,unlearned,未填,拼写错误,pigeon正确拼写,,pending,,,0,,,
,strict,/strɪkt/,adj. 要求严格的；严厉的；严谨的,unlearned,strickt,多字母,strict无k,,pending,,,0,,,
,perfect,/ˈpɜːfɪkt/;/ˈpɜːrfɪkt/,adj. 完美的；极好的,unlearned,未填,拼写错误,perfect正确拼写,,pending,,,0,,,
,dynasty,/ˈdɪnəsti/;/ˈdaɪnəsti/,n. 王朝；朝代,unlearned,未填,拼写错误,dynasty正确拼写,,pending,,,0,,,
,amazing,/əˈmeɪzɪŋ/,adj. 令人大为惊奇的；令人惊喜的,unlearned,未填,拼写错误,amazing正确拼写,,pending,,,0,,,
,centimetre,/ˈsentɪmiːtə(r)/,n. 厘米,unlearned,未填,拼写错误,centimetre正确拼写,,pending,,,0,,,
,riverside,/ˈrɪvəsaɪd/;/ˈrɪvərsaɪd/,n. 河畔；河岸,unlearned,未填,拼写错误,riverside正确拼写,,pending,,,0,,,
,riverbank,/ˈrɪvəbæŋk/;/ˈrɪvərbæŋk/,n. 河堤；河岸,unlearned,未填,拼写错误,riverbank正确拼写,,pending,,,0,,,
,mark,/mɑːk/;/mɑːrk/,v. 标示；标明方位；做记号；,unlearned,mask,近形混淆,mark != mask,,pending,,,0,,,
,businessman,/ˈbɪznəsmæn; ˈbɪznəsmən/,n. 商界人员；企业家,unlearned,未填,拼写错误,businessman正确拼写,,pending,,,0,,,
,explore,/ɪkˈsplɔː(r)/,v. 探索；考察；勘探,unlearned,未填,拼写错误,explore正确拼写,,pending,,,0,,,
,anything,/ˈenibɒdi/;/ˈenibɑːdi/(anyone /ˈeniwʌn/),pron. 任何人,unlearned,everybody,词义混淆,anything=任何事物,,pending,,,0,,,
,someone,/ˈsʌmwʌn/ (somebody /ˈsʌmbədi/),pron. 某人,unlearned,somewon,拼写错误,someone = some+one,,pending,,,0,,,
,create,/kriˈeɪt/,v. 创造,unlearned,creat,漏字母,create末尾有-e,,pending,,,0,,,
,magical,/ˈmædʒɪk/,adj. 有魔力的；神奇的；,unlearned,magic,词形变化,magical是magic形容词,,pending,,,0,,,
,concert,/ˈkɒnsət/;/ˈkɑːnsərt/,n. 音乐会,unlearned,未填,拼写错误,concert正确拼写,,pending,,,0,,,
,awful,/ˈɔːfl/,adj. 很坏的；极讨厌的,unlearned,未填,拼写错误,awful正确拼写,,pending,,,0,,,
,shape,/ʃeɪp/,n. 形状；外形,unlearned,chape,拼写错误,shape = sh+ape,,pending,,,0,,,
,symbol,/ˈsɪmbl/,n. 象征；符号,unlearned,simbol,拼写错误,symbol = sym+bol,,pending,,,0,,,
,clay,/kleɪ/,n. 黏土；陶土,unlearned,未填,拼写错误,clay正确拼写,,pending,,,0,,,
,immediately,/ɪˈmiːdiətli/,adv. 立即；马上；即刻,unlearned,未填,拼写错误,immediately正确拼写,,pending,,,0,,,
,pleasant,/ˈpleznt/,adj. 愉快的；友好的,unlearned,plasent,拼写错误,pleasant = plea+sant,,pending,,,0,,,
,stadium,/ˈsteɪdiəm/,n. 体育场,unlearned,未填,拼写错误,stadium正确拼写,,pending,,,0,,,
,creative,/kriˈeɪtɪv/,adj. 创造 (性) 的；创作的,unlearned,未填,拼写错误,creative正确拼写,,pending,,,0,,,
,relaxed,/rɪˈlækst/,adj. 放松的；自在的,unlearned,relaxet,拼写错误,relaxed以-ed结尾,,pending,,,0,,,
,operate,/ˈɒpəreɪt/;/ˈɑːpəreɪt/,v. 操作；运转；控制；动手术,unlearned,未填,拼写错误,operate正确拼写,,pending,,,0,,,
,(待匹配#204),/kənˈtrəʊl/,n. 指挥 (或控制) 站；控制；,unlearned,未填,拼写错误,(待匹配#204)正确拼写,,pending,,,0,,,
,electronic,/ɪˌlekˈtrɒnɪk/;/ɪˌlekˈtrɑːnɪk/,adj. 电子的,unlearned,未填,拼写错误,electronic正确拼写,,pending,,,0,,,
,photographer,/fəˈtɒɡrəfə(r)/;/fəˈtɑːɡrəfər/,n. 摄影师；拍照者,unlearned,未填,拼写错误,photographer正确拼写,,pending,,,0,,,
,sore,/sɔː(r)/,adj. (发炎) 疼痛的；酸痛的,unlearned,soar,近音混淆,sore(酸痛)!=soar(翱翔),,pending,,,0,,,
,throat,/θrəʊt/,n. 咽喉；喉咙,unlearned,未填,拼写错误,throat正确拼写,,pending,,,0,,,
,temperature,/ˈtemprətʃə(r)/;/ˈtemprətʃər/,n. 体温；温度；气温,unlearned,未填,拼写错误,temperature正确拼写,,pending,,,0,,,
,junkfood,/dʒʌŋk fuːd/,n. 垃圾食品（英式音标）,unlearned,未填,拼写错误,junkfood正确拼写,,pending,,,0,,,
,diet,/ˈdaɪət/,n. 日常饮食,unlearned,未填,拼写错误,diet正确拼写,,pending,,,0,,,
,screen,/skriːn/,n. 屏幕；荧屏,unlearned,未填,拼写错误,screen正确拼写,,pending,,,0,,,
,pepper,/ˈpepə(r)/,n. 胡椒粉,unlearned,pepar,拼写错误,pepper双p,,pending,,,0,,,
,iced,/aɪst/,adj. 冰镇的；加冰块的,unlearned,icet,拼写错误,iced以-ed结尾,,pending,,,0,,,
,snack,/snæk/,n. 点心；小吃；快餐,unlearned,snake,近形混淆,snack(点心)!=snake(蛇),,pending,,,0,,,
,cookie,/ˈkʊki/,n. 曲奇饼,unlearned,未填,拼写错误,cookie正确拼写,,pending,,,0,,,
,condition,/kənˈdɪʃn/,n. 健康状况；状态；状况,unlearned,未填,拼写错误,condition正确拼写,,pending,,,0,,,
,uncomfortable,/ʌnˈkʌmftəbl/,adj. 使人不舒服的；令人不舒适的,unlearned,未填,拼写错误,uncomfortable正确拼写,,pending,,,0,,,
,diary,/ˈdaɪəri/,n. 日记；日记簿,unlearned,未填,拼写错误,diary正确拼写,,pending,,,0,,,
,positive,/ˈpɒzətɪv/;/ˈpɑːzətɪv/,adj. 积极乐观的；积极的；正面的,unlearned,未填,拼写错误,positive正确拼写,,pending,,,0,,,
,confident,/ˈkɒnfɪdənt/;/ˈkɑːnfɪdənt/,adj. 自信的；有把握的,unlearned,未填,拼写错误,confident正确拼写,,pending,,,0,,,
,oneself,/wʌnˈself/,pron. 自己；亲自,unlearned,wonself,拼写错误,oneself = one+self,,pending,,,0,,,
,stomach,/ˈstʌmək/,n. 胃,unlearned,stomak,拼写错误,stomach=sto+mach,,pending,,,0,,,
,nonsense,/ˈnɒnsns/;/ˈnɑːnsens/,n. 胡扯；谬论；胡言乱语,unlearned,未填,拼写错误,nonsense正确拼写,,pending,,,0,,,
,cucumber,/ˈkjuːkʌmbə(r)/,n. 黄瓜,unlearned,cucomber,拼写错误,cucumber=cu+cum+ber,,pending,,,0,,,
,lifestyle,/ˈlaɪfstaɪl/,n. 生活方式；工作方式,unlearned,未填,拼写错误,lifestyle正确拼写,,pending,,,0,,,
,prefer,/prɪˈfɜː(r)/,v. 较喜欢；喜欢… 多于…,unlearned,未填,拼写错误,prefer正确拼写,,pending,,,0,,,
,bean,/biːn/,n. 豆；豆荚,unlearned,been,近音混淆,bean(豆)!=been(be过去分词),,pending,,,0,,,
,notice,/ˈfəʊkəs/,v. 集中 (注意力、精力等于)；,unlearned,未填,拼写错误,notice正确拼写,,pending,,,0,,,
,sauce,/sɔːs/,n. 调味汁；酱,unlearned,未填写,拼写错误,sauce正确拼写,,pending,,,0,,,
,serve,/sɜːv/;/sɜːrv/,v. 端上；接待；服务,unlearned,serrer,拼写错误,serve = ser+ve,,pending,,,0,,,
,mad,/mæd/,adj. 很生气；气愤,unlearned,made,近形混淆,mad(生气)!=made(制造),,pending,,,0,,,
,physical,/ˈfɪzɪkl/,adj. 身体的,unlearned,未填,拼写错误,physical正确拼写,,pending,,,0,,,
,balanced,/ˈbælənst/,adj. 保持 (或显示) 平衡的,unlearned,balance,词形变化,balanced是balance形容词,,pending,,,0,,,
,vision,/'vɪʒn/,n. 视力；视野,unlearned,vishon,拼写错误,vision=vi+sion,,pending,,,0,,,
,calm,/kɑːm/,adj. 镇静的；沉着的 v. 使平静,unlearned,carm,拼写错误,calm = cal+m,,pending,,,0,,,
,fool,/fuːl/,n. 蠢人 adj. 傻的；愚蠢的,unlearned,full,近音混淆,fool(傻子)!=full(满的),,pending,,,0,,,
,nervous,/'nɜːvəs/;/'nɜːrvəs/,adj. 焦虑的；担忧的,unlearned,nurves,拼写错误,nervous=ner+vous,,pending,,,0,,,
,sense,/sens/,v. 感觉到；意识到；觉察出,unlearned,sence,拼写错误,sense = sen+se,,pending,,,0,,,
,flu,/fluː/,n. 流感,unlearned,flue,近音混淆,flu(流感)!=flue(烟道),,pending,,,0,,,
,Chinatown,/'tʃaɪnətaʊn/,n. 唐人街,unlearned,chinesetown,拼写错误,Chinatown=China+town,,pending,,,0,,,
,recommend,/ˌrekə'mend/,v. 推荐；举荐；介绍,unlearned,recommend,拼写错误,recommend正确拼写,,pending,,,0,,,
,period,/ˈpɪəriəd/;/ˈpɪriəd/,n. 一段时间；时期,unlearned,未填,拼写错误,period正确拼写,,pending,,,0,,,
,stage,/steɪdʒ/,n. 阶段；舞台,unlearned,未填,拼写错误,stage正确拼写,,pending,,,0,,,
,purpose,/ˈpɜːpəs/;/ˈpɜːrpəs/,n. 意图；目的,unlearned,perpus,拼写错误,purpose = pur+pose,,pending,,,0,,,
,teenager,/ˈtiːneɪdʒə(r)/,n. 青少年,unlearned,teenager,拼写错误,teenager正确拼写,,pending,,,0,,,
,adult,/əˈdʌlt; ˈædʌlt/,adj. 成年的；发育成熟的；,unlearned,未填,拼写错误,adult正确拼写,,pending,,,0,,,
,height,/haɪt/,n. 身高；高度,unlearned,high,词义混淆,height(高度)!=high(高的),,pending,,,0,,,
,hair,/heə(r)/;/her/,n. 体毛；头发,unlearned,未填,拼写错误,hair正确拼写,,pending,,,0,,,
,certain,/ˈsɜːtn/;/ˈsɜːrtn/,adj. 特定的；无疑的；确实的,unlearned,未填,拼写错误,certain正确拼写,,pending,,,0,,,
,area,/ˈeəriə/;/ˈeriə/,n. 部位；面积；地区，地域,unlearned,未填,拼写错误,area正确拼写,,pending,,,0,,,
,schoolwork,/ˈskuːlwɜːk/;/ˈskuːlwɜːrk/,n. 学校作业；课堂作业,unlearned,未填,拼写错误,schoolwork正确拼写,,pending,,,0,,,
,pressure,/ˈpreʃə(r)/,n. 心理压力，紧张；压力,unlearned,未填,拼写错误,pressure正确拼写,,pending,,,0,,,
,compare,/kəmˈpeə(r)/;/kəmˈper/,v. 比较；对比,unlearned,未填,拼写错误,compare正确拼写,,pending,,,0,,,
,shine,/ʃaɪn/,v. 出色；发光,unlearned,fine,词义混淆,shine(发光)!=fine(好的),,pending,,,0,,,
,discover,/dɪˈskʌvə(r)/,v. 认识到；发现,unlearned,未填,拼写错误,discover正确拼写,,pending,,,0,,,
,memory,/ˈmeməri/,n. 回忆；记忆；记忆力；记性,unlearned,memery,拼写错误,memory=me+mo+ry,,pending,,,0,,,
,junior,/ˈdʒuːniə(r)/,adj. 为 11 或 13 岁以下儿童设立的；地位低下的,unlearned,未填,拼写错误,junior正确拼写,,pending,,,0,,,
,junior high school,/ˈdʒuːniə haɪ skuːl/,(美国和加拿大) 初级中学（英式音标）,unlearned,未填,拼写错误,junior high school正确拼写,,pending,,,0,,,
,trouble,/ˈtrʌbl/,n. 问题；困难；困境,unlearned,truble,拼写错误,trouble=trou+ble,,pending,,,0,,,
,advise,/ədˈvaɪz/,v. 劝告；建议,unlearned,advice,词形变化,advise(动词)!=advice(名词),,pending,,,0,,,
,disappointed,/ˌdɪsəˈpɔɪntɪd/,adj. 失望的；沮丧的,unlearned,disapointed,漏字母,disappointed双p,,pending,,,0,,,
,honest,/ˈɒnɪst/;/ˈɑːnɪst/,adj. 坦诚的；诚实的,unlearned,未填,拼写错误,honest正确拼写,,pending,,,0,,,
,gather,/ˈɡæðə(r)/,v. 收拢；聚集；集合；搜集,unlearned,未填,拼写错误,gather正确拼写,,pending,,,0,,,
,courage,/ˈkʌrɪdʒ/;/ˈkɜːrɪdʒ/,n. 勇气；勇敢,unlearned,未填,拼写错误,courage正确拼写,,pending,,,0,,,
,survive,/speə(r)/;/sper/,v. 抽出；留出；,unlearned,未填,拼写错误,survive正确拼写,,pending,,,0,,,
,cellphone,/ˈselfəʊn/,n. 手机；移动电话,unlearned,未填,拼写错误,cellphone正确拼写,,pending,,,0,,,
,careless,/ˈkeələs/;/ˈkerləs/,adj. 粗心的；不小心的；不仔细的,unlearned,未填,拼写错误,careless正确拼写,,pending,,,0,,,
,joy,/dʒɔɪ/,n. 喜悦；乐趣,unlearned,未填,拼写错误,joy正确拼写,,pending,,,0,,,
,comfortable,/ˈkʌmftəbl/,adj. 舒服的，安逸的;舒适的;自在的,unlearned,未填,拼写错误,comfortable正确拼写,,pending,,,0,,,
,youth,/juːθ/,n. 青年时期 (尤指成年以前)；,unlearned,young,词义混淆,youth(青年)!=young(年轻的),,pending,,,0,,,
,surprised,/səˈpraɪzd/;/sərˈpraɪzd/,adj. 惊奇的；惊讶的,unlearned,supriced,拼写错误,surprised=sur+prised,,pending,,,0,,,
,luckily,/ˈlʌkɪli/,adv. 幸好；幸运地,unlearned,luckly,漏字母,luckily=lucky+ly,,pending,,,0,,,
,relationship,/rɪˈleɪʃnʃɪp/,n. 关系；联系；关联,unlearned,未填,拼写错误,relationship正确拼写,,pending,,,0,,,
,accept,/əkˈsept/,v. 接受,unlearned,accpet,字母颠倒,accept=ac+cept,,pending,,,0,,,
,anymore,/ˌeniˈmɔː(r)/;/ˌeniˈmɔːr/,adv. 再也 (不)；(不) 再,unlearned,未填,拼写错误,anymore正确拼写,,pending,,,0,,,
,review,/rɪˈvjuː/,v. & n. 复习,unlearned,未填,拼写错误,review正确拼写,,pending,,,0,,,
,similar,/ˈsɪmələ(r)/,adj. 相仿的；类似的,unlearned,未填,拼写错误,similar正确拼写,,pending,,,0,,,
,lie,/laɪ/,v. 位于，坐落在；躺，平躺,unlearned,lay,近形混淆,lie(位于)!=lay(放置),,pending,,,0,,,
,province,/'prɒvɪns/;/'prɑːvɪns/,n. 省份,unlearned,provins,拼写错误,province=pro+vince,,pending,,,0,,,
,ceremony,/'serəməni/;/'serəmoʊni/,n. 仪式；典礼,unlearned,未填写,拼写错误,ceremony正确拼写,,pending,,,0,,,
,Olympics,/ə'lɪmpiks/,n. 奥林匹克运动会；奥运会,unlearned,未填写,拼写错误,Olympics正确拼写,,pending,,,0,,,
,central,/'sentrəl/,adj. 在中心的；中央的,unlearned,centrel,元音错误,central=cen+tral,,pending,,,0,,,
,palace,/'pæləs/,n. 王宫；宫殿,unlearned,未填,拼写错误,palace正确拼写,,pending,,,0,,,
,lotus,/ˈləʊtəs/,n. 莲属植物,unlearned,未填,拼写错误,lotus正确拼写,,pending,,,0,,,
,culture,/ˈkʌltʃə(r)/,n. 文化,unlearned,未填,拼写错误,culture正确拼写,,pending,,,0,,,
,cultural,/ˈkʌltʃərəl/,adj. 文化的；与文化有关的,unlearned,未填,拼写错误,cultural正确拼写,,pending,,,0,,,
,interest,/ˈɪntrəst; ˈɪntrest/,n. 吸引力；兴趣,unlearned,未填,拼写错误,interest正确拼写,,pending,,,0,,,
,average,/ˈævərɪdʒ/,n. 平均数；adj. 平均的,unlearned,未填,拼写错误,average正确拼写,,pending,,,0,,,
,heaven,/ˈhevn/,n. 天堂,unlearned,未填,拼写错误,heaven正确拼写,,pending,,,0,,,
,below,/bɪˈləʊ/,adv. 在 (或到) 下面；,unlearned,未填,拼写错误,below正确拼写,,pending,,,0,,,
,whole,/həʊl/,adj. 全部的；整体的,unlearned,howl,近形混淆,whole(全部)!=howl(嚎叫),,pending,,,0,,,
,material,/məˈtɪəriəl;/məˈtɪriəl/,n. 材料,unlearned,未填,拼写错误,material正确拼写,,pending,,,0,,,
,surely,/ˈʃʊəli/;/ˈʃʊrli/,adv. 无疑；必定；想必,unlearned,未填,拼写错误,surely正确拼写,,pending,,,0,,,
,performingarts,/pəˈfɔːmɪŋ ɑːts/,n. (pl.) 表演艺术（英式音标）,unlearned,未填,拼写错误,performingarts正确拼写,,pending,,,0,,,
,dining,/ˈdaɪnɪŋ/,n. 用餐,unlearned,dinning,多字母,dining单n,,pending,,,0,,,
,vacation,/veɪˈkeɪʃn;vəˈkeɪʃn /,n. (学校的) 假期,unlearned,未填,拼写错误,vacation正确拼写,,pending,,,0,,,
,terrace,/ˈterəs/,n. 梯田；排屋；阳台,unlearned,未填,拼写错误,terrace正确拼写,,pending,,,0,,,
,view,/vjuː/,n. 景色，风景；视野,unlearned,vuse,拼写错误,view=vi+ew,,pending,,,0,,,
,countryside,/ˈkʌntrisaɪd/,n. 乡村,unlearned,未填,拼写错误,countryside正确拼写,,pending,,,0,,,
,system,/ˈsɪstəm/,n. 系统；体制,unlearned,未填,拼写错误,system正确拼写,,pending,,,0,,,
,unusual,/ʌnˈjuːʒuəl; ʌnˈjuːʒəl/,adj. 特别的，不寻常的,unlearned,未填,拼写错误,unusual正确拼写,,pending,,,0,,,
,lean,/liːn/,v. 倾斜,unlearned,line,近形混淆,lean(倾斜)!=line(线),,pending,,,0,,,
,base,/beɪs/,n. 底部，根基；基地,unlearned,未填,拼写错误,base正确拼写,,pending,,,0,,,
,firm,/fɜːm/;/fɜːrm/,adj. 牢固的，稳固的；坚固的,unlearned,未填,拼写错误,firm正确拼写,,pending,,,0,,,
,hostess,/ˈhəʊstəs/,n. 女房东；女主持人,unlearned,未填,拼写错误,hostess正确拼写,,pending,,,0,,,
,expect,/ɪkˈspekt/,v. 期待；预计；要求；指望,unlearned,未填,拼写错误,expect正确拼写,,pending,,,0,,,
,forward,/ˈfɔːwəd/;/ˈfɔːrwərd/,adv. 往后；向前,unlearned,未填,拼写错误,forward正确拼写,,pending,,,0,,,
,Indian,/'ɪndiən/,adj. 印度的,unlearned,未填,拼写错误,Indian正确拼写,,pending,,,0,,,
,soldier,/'səʊldʒə(r)/,n. 军人；(尤指) 士兵,unlearned,未填,拼写错误,soldier正确拼写,,pending,,,0,,,
,quickly,/'kwɪkli/,adv. 迅速地；很快地,unlearned,未填,拼写错误,quickly正确拼写,,pending,,,0,,,
,watchtower,/'wɒtʃtaʊə(r)/;/'wɑːtʃtaʊər/,n. 瞭望塔；岗楼,unlearned,未填,拼写错误,watchtower正确拼写,,pending,,,0,,,
,wisdom,/'wɪzdəm/,n. 智慧；才智,unlearned,wisedem,拼写错误,wisdom=wis+dom,,pending,,,0,,,
,trade,/treɪd/,n. 贸易,unlearned,未填,拼写错误,trade正确拼写,,pending,,,0,,,
,route,/ruːt/;/raʊt/,n. 路线；路途；常规路线,unlearned,未填,拼写错误,route正确拼写,,pending,,,0,,,
,nation,/'neɪʃn/,n. 国家；民族,unlearned,naition,多字母,nation=na+tion,,pending,,,0,,,
,site,/saɪt/,n. 地点，位置；现场；站点,unlearned,未填,拼写错误,site正确拼写,,pending,,,0,,,
,emperor,/'empərə(r)/,n. 皇帝,unlearned,未填,拼写错误,emperor正确拼写,,pending,,,0,,,
,empress,/'emprəs/,n. 皇后；女皇,unlearned,未填,拼写错误,empress正确拼写,,pending,,,0,,,
,visitor,/'vɪzɪtə(r)/,n. 来访者；游客,unlearned,未填,拼写错误,visitor正确拼写,,pending,,,0,,,
,tea,/tiː/,n. 茶 (水); 茶叶,unlearned,未填,拼写错误,tea正确拼写,,pending,,,0,,,
,protection,/prə'tekʃn/,n. 保护；防卫,unlearned,未填,拼写错误,protection正确拼写,,pending,,,0,,,
,moment,/'rəʊmən/,n. 古罗马人；(现代的) 罗马人,unlearned,未填,拼写错误,moment正确拼写,,pending,,,0,,,
,northwest,/nɔːθ'west/,n. 西北；西北方；西北地区,unlearned,未填,拼写错误,northwest正确拼写,,pending,,,0,,,
,thick,/θɪk/,adj. 茂密的；厚的,unlearned,未填,拼写错误,thick正确拼写,,pending,,,0,,,
,natural,/'nætʃrəl/,adj. 天然的；自然的,unlearned,未填,拼写错误,natural正确拼写,,pending,,,0,,,
